id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
common-core-of-data,Common Core of Data,education-and-schools,us,United States,https://nces.ed.gov/ccd/,"The universe of US public schools and districts with enrolment by grade, race and gender, staffing counts, free lunch eligibility and geographic identifiers.",National Center for Education Statistics,CSV; SAS; Fixed-width,~10 GB,"100,000+ schools, 18,000+ districts annually",US Government public domain,https://nces.ed.gov/,open,yes,"National Center for Education Statistics, Common Core of Data",topics/education-and-schools/us/dataset-03.json
civil-rights-data-collection,Civil Rights Data Collection,education-and-schools,us,United States,https://civilrightsdata.ed.gov/,"School-level data on discipline, restraint, course access, chronic absenteeism and teacher experience, broken out by race, sex, disability and English learner status.",US Department of Education Office for Civil Rights,CSV,~5 GB,"17,000+ districts, 97,000+ schools",US Government public domain,https://civilrightsdata.ed.gov/,open,yes,"US Department of Education, Civil Rights Data Collection",topics/education-and-schools/us/dataset-04.json
stanford-education-data-archive,Stanford Education Data Archive,education-and-schools,us,United States,https://edopportunity.org/,"Test scores from every US school district placed on a single national scale, enabling like-for-like comparison of achievement and growth across states.",Stanford University,CSV; Stata,~2 GB,"13,000+ districts, 2009 onward",CC BY-NC-SA 4.0,https://edopportunity.org/get-the-data/,registration,no,"Reardon et al., Stanford Education Data Archive",topics/education-and-schools/us/dataset-05.json
electoral-commission-data,Electoral Commission Data,elections-and-voting,gb,United Kingdom,https://www.electoralcommission.org.uk/research-reports-and-data,"Official electoral data covering registration levels, turnout, party and campaigner finance, donations, loans and campaign spending returns.",The Electoral Commission,CSV; XLSX; REST API,~2 GB,Donations and spending records since 2001,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,The Electoral Commission,topics/elections-and-voting/gb/dataset-01.json
house-of-commons-library-election-results,House of Commons Library Election Results,elections-and-voting,gb,United Kingdom,https://commonslibrary.parliament.uk/research-briefings/cbp-8749/,"Constituency-level results for every UK general election, with candidate votes, party, turnout, majority and swing, cleaned for analysis.",House of Commons Library,XLSX; CSV,~200 MB,650 constituencies across multiple elections,Open Parliament Licence v3.0,https://www.parliament.uk/site-information/copyright-parliament/open-parliament-licence/,open,yes,"House of Commons Library, General election results",topics/elections-and-voting/gb/dataset-02.json
democracy-club-data,Democracy Club Data,elections-and-voting,gb,United Kingdom,https://democracyclub.org.uk/projects/,"Community-built open data on UK candidates, polling stations, elections and results, covering local and devolved elections that official sources publish inconsistently.",Democracy Club,CSV; REST API; JSON,~500 MB,Hundreds of thousands of candidate and polling station records,CC BY-SA 4.0 and ODbL depending on dataset,https://democracyclub.org.uk/,open,check,Democracy Club,topics/elections-and-voting/gb/dataset-03.json
uk-parliament-members-and-voting-api,UK Parliament Members and Voting API,elections-and-voting,gb,United Kingdom,https://developer.parliament.uk/,"APIs for MPs and Lords, their votes, written questions, committee membership, register of interests and Hansard debate transcripts.",UK Parliament,REST API; JSON; XML,API,Full membership and division history,Open Parliament Licence v3.0,https://www.parliament.uk/site-information/copyright-parliament/open-parliament-licence/,open,yes,UK Parliament Developer Hub,topics/elections-and-voting/gb/dataset-04.json
theyworkforyou,TheyWorkForYou,elections-and-voting,gb,United Kingdom,https://www.theyworkforyou.com/api/,"Structured parliamentary records including debates, voting records, MP profiles and constituency lookups, derived from Hansard and official registers.",mySociety,REST API; JSON; XML,Multi-GB,Hansard from 1919 onward,CC BY-SA 3.0 with Open Parliament Licence for source material,https://www.theyworkforyou.com/api/,registration,check,"TheyWorkForYou, mySociety",topics/elections-and-voting/gb/dataset-05.json
election-commission-of-india-statistical-reports,Election Commission of India Statistical Reports,elections-and-voting,in,India,https://www.eci.gov.in/statistical-reports,"Official constituency-level results for every general and state assembly election, with candidate votes, party affiliation, electors and turnout.",Election Commission of India,PDF; XLSX; CSV,~10 GB full archive,All national and state elections since 1951,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Election Commission of India, Statistical Reports",topics/elections-and-voting/in/dataset-01.json
lok-dhaba,Lok Dhaba,elections-and-voting,in,India,https://lokdhaba.ashoka.edu.in/,"Cleaned and machine-readable constituency-level results for Indian national and state elections, with candidate names, parties, votes and normalised party codes.","Trivedi Centre for Political Data, Ashoka University",CSV; REST API,~500 MB,All general and assembly elections since 1962,CC BY-NC-SA 4.0,https://lokdhaba.ashoka.edu.in/,open,no,"Trivedi Centre for Political Data, Lok Dhaba, Ashoka University",topics/elections-and-voting/in/dataset-02.json
myneta-candidate-affidavits,Myneta Candidate Affidavits,elections-and-voting,in,India,https://myneta.info/,"Structured extracts from candidate self-declared affidavits covering assets, liabilities, criminal cases and education for national and state elections.",Association for Democratic Reforms,CSV; Web,~2 GB,"100,000+ candidate affidavits",Free for non-commercial use with attribution,https://myneta.info/,open,no,"Association for Democratic Reforms, MyNeta",topics/elections-and-voting/in/dataset-03.json
eci-electoral-statistics-on-data-gov-in,ECI Electoral Statistics on data.gov.in,elections-and-voting,in,India,https://www.data.gov.in/catalogs,"Machine-readable electoral datasets published through the national open data catalogue, covering electors, polling stations and results summaries.",National Informatics Centre,CSV; XLSX; JSON; REST API,Varies by resource,Thousands of catalogued resources,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,Open Government Data Platform India,topics/elections-and-voting/in/dataset-04.json
shrug-socioeconomic-high-resolution-rural-urban-geographic-platform,SHRUG Socioeconomic High-resolution Rural-Urban Geographic Platform,elections-and-voting,in,India,https://www.devdatalab.org/shrug,"Village and town level panel linking census, economic census, night lights, election results and administrative data through consistent geographic keys.",Development Data Lab,CSV; Stata; Shapefile,~10 GB,"600,000+ villages and towns",Open for research use; see data agreement,https://www.devdatalab.org/shrug_download/,registration,check,"Asher, Lunt, Matsuura & Novosad (2021), Development Research at High Geographic Resolution. World Bank Economic Review",topics/elections-and-voting/in/dataset-05.json
mit-election-data-and-science-lab,MIT Election Data and Science Lab,elections-and-voting,us,United States,https://electionlab.mit.edu/data,"Cleaned and validated returns for presidential, senate, house and state elections at county and precinct level, harmonised across states and decades.",MIT Election Data and Science Lab,CSV; Stata; RDS,~5 GB,County and precinct returns from 1976 onward,CC BY 4.0 with dataset-specific terms,https://electionlab.mit.edu/data,open,check,"MIT Election Data and Science Lab, Harvard Dataverse",topics/elections-and-voting/us/dataset-01.json
fec-campaign-finance-data,FEC Campaign Finance Data,elections-and-voting,us,United States,https://www.fec.gov/data/,"Every federal campaign contribution, expenditure and committee filing, with itemised donor records, independent expenditures and candidate summaries.",Federal Election Commission,CSV; REST API; Fixed-width,~100 GB,Hundreds of millions of contribution records since 1980,US Government public domain,https://www.fec.gov/,registration,yes,"Federal Election Commission, campaign finance data",topics/elections-and-voting/us/dataset-02.json
census-congressional-district-boundaries,Census Congressional District Boundaries,elections-and-voting,us,United States,https://www.census.gov/geographies/mapping-files/time-series/geo/cartographic-boundary.html,"Cartographic boundary files for congressional districts, state legislative districts and voting districts, generalised for mapping and analysis.",US Census Bureau,Shapefile; GeoJSON; KML,~5 GB,All districts across congresses,US Government public domain,https://www.census.gov/about/policies/open-gov.html,open,yes,"US Census Bureau, Cartographic Boundary Files",topics/elections-and-voting/us/dataset-03.json
opensecrets-bulk-data,OpenSecrets Bulk Data,elections-and-voting,us,United States,https://www.opensecrets.org/open-data/bulk-data,"Campaign finance records enriched with industry and sector classification, lobbying registrations, personal financial disclosures and revolving-door tracking.",OpenSecrets,CSV; TXT; REST API,~20 GB,Federal campaign and lobbying records since 1989,Free for academic and non-commercial use; commercial licence required,https://www.opensecrets.org/open-data/api-terms,registration,no,"OpenSecrets.org, Center for Responsive Politics",topics/elections-and-voting/us/dataset-04.json
harvard-dataverse-elections-collections,Harvard Dataverse Elections Collections,elections-and-voting,us,United States,https://dataverse.harvard.edu/,"Open repository hosting thousands of deposited political science datasets including election returns, survey waves, redistricting plans and polling archives.",Harvard University,CSV; Stata; R; TAB,Varies by deposit,"100,000+ datasets across disciplines",Varies by deposit; commonly CC0,https://dataverse.org/best-practices/dataverse-community-norms,open,check,Harvard Dataverse,topics/elections-and-voting/us/dataset-05.json
smard-strommarktdaten,SMARD Strommarktdaten,energy-and-electricity,de,Germany,https://www.smard.de/en,"The German regulator's electricity market platform publishing quarter-hourly generation by source, consumption, cross-border flows and wholesale prices.",Bundesnetzagentur,CSV; XLSX; REST API,Multi-GB,Quarter-hourly series from 2015,CC BY 4.0,https://www.smard.de/en/datennutzung,open,yes,"Bundesnetzagentur, SMARD.de",topics/energy-and-electricity/de/dataset-01.json
marktstammdatenregister,Marktstammdatenregister,energy-and-electricity,de,Germany,https://www.marktstammdatenregister.de/MaStR,"The statutory register of every electricity and gas generating unit in Germany, down to individual rooftop solar installations, with capacity, location and commissioning date.",Bundesnetzagentur,XML; CSV; REST API,~15 GB,5 million+ registered units,Datenlizenz Deutschland Namensnennung 2.0,https://www.govdata.de/dl-de/by-2-0,open,yes,"Bundesnetzagentur, Marktstammdatenregister",topics/energy-and-electricity/de/dataset-02.json
